Starting training....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 3
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 24,313,856/3,000,000,000 (0.81% trained)
  2%|██▋                                                                                                                           | 10/460 [01:11<45:04,  6.01s/it]Unsloth: Not an error, but LlamaForCausalLM does not accept `num_items_in_batch`.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.1157, 'grad_norm': 0.19007796049118042, 'learning_rate': 1.810989010989011e-05, 'epoch': 1.04}
{'loss': 0.1085, 'grad_norm': 0.20620033144950867, 'learning_rate': 1.8065934065934067e-05, 'epoch': 1.06}
{'eval_loss': 0.6507578492164612, 'eval_runtime': 20.3408, 'eval_samples_per_second': 1.622, 'eval_steps_per_second': 1.622, 'epoch': 1.06}
{'loss': 0.0884, 'grad_norm': 0.1988302767276764, 'learning_rate': 1.8021978021978023e-05, 'epoch': 1.09}
{'loss': 0.7719, 'grad_norm': 1.4610097408294678, 'learning_rate': 1.797802197802198e-05, 'epoch': 1.11}
{'loss': 0.1084, 'grad_norm': 0.20942379534244537, 'learning_rate': 1.7934065934065938e-05, 'epoch': 1.13}
{'loss': 0.9133, 'grad_norm': 1.5281254053115845, 'learning_rate': 1.7890109890109893e-05, 'epoch': 1.15}
{'loss': 0.1152, 'grad_norm': 0.195688396692276, 'learning_rate': 1.784615384615385e-05, 'epoch': 1.17}
{'loss': 0.1248, 'grad_norm': 0.21112890541553497, 'learning_rate': 1.78021978021978e-05, 'epoch': 1.19}
{'loss': 1.669, 'grad_norm': 2.905095338821411, 'learning_rate': 1.7758241758241757e-05, 'epoch': 1.22}
{'loss': 0.1225, 'grad_norm': 0.19301117956638336, 'learning_rate': 1.7714285714285717e-05, 'epoch': 1.24}
{'loss': 1.0426, 'grad_norm': 2.653567314147949, 'learning_rate': 1.7670329670329672e-05, 'epoch': 1.26}
{'loss': 0.0822, 'grad_norm': 0.1817331314086914, 'learning_rate': 1.7626373626373628e-05, 'epoch': 1.28}
{'eval_loss': 0.5614368319511414, 'eval_runtime': 20.0082, 'eval_samples_per_second': 1.649, 'eval_steps_per_second': 1.649, 'epoch': 1.28}
{'loss': 0.1834, 'grad_norm': 0.7401878237724304, 'learning_rate': 1.7582417582417584e-05, 'epoch': 1.3}
{'loss': 0.1227, 'grad_norm': 0.39862069487571716, 'learning_rate': 1.753846153846154e-05, 'epoch': 1.32}
{'loss': 0.1117, 'grad_norm': 0.17952504754066467, 'learning_rate': 1.7494505494505495e-05, 'epoch': 1.34}
{'loss': 0.0696, 'grad_norm': 0.1559368520975113, 'learning_rate': 1.745054945054945e-05, 'epoch': 1.37}
{'loss': 0.9002, 'grad_norm': 1.29435133934021, 'learning_rate': 1.7406593406593407e-05, 'epoch': 1.39}
{'loss': 0.8599, 'grad_norm': 1.2601655721664429, 'learning_rate': 1.7362637362637363e-05, 'epoch': 1.41}
{'loss': 0.0542, 'grad_norm': 0.1692049503326416, 'learning_rate': 1.7318681318681322e-05, 'epoch': 1.43}
{'loss': 0.0671, 'grad_norm': 0.16242966055870056, 'learning_rate': 1.7274725274725278e-05, 'epoch': 1.45}
{'loss': 0.0912, 'grad_norm': 0.19845446944236755, 'learning_rate': 1.7230769230769234e-05, 'epoch': 1.47}
{'loss': 0.0829, 'grad_norm': 0.185642272233963, 'learning_rate': 1.7186813186813186e-05, 'epoch': 1.49}
{'eval_loss': 0.46903812885284424, 'eval_runtime': 19.1047, 'eval_samples_per_second': 1.727, 'eval_steps_per_second': 1.727, 'epoch': 1.49}
{'loss': 0.0872, 'grad_norm': 0.18545617163181305, 'learning_rate': 1.7142857142857142e-05, 'epoch': 1.52}
{'loss': 0.0479, 'grad_norm': 0.21229419112205505, 'learning_rate': 1.70989010989011e-05, 'epoch': 1.54}
{'loss': 0.1402, 'grad_norm': 0.19627708196640015, 'learning_rate': 1.7054945054945057e-05, 'epoch': 1.56}
{'loss': 0.3193, 'grad_norm': 2.4862451553344727, 'learning_rate': 1.7010989010989013e-05, 'epoch': 1.58}
{'loss': 0.1921, 'grad_norm': 1.955422043800354, 'learning_rate': 1.696703296703297e-05, 'epoch': 1.6}
{'loss': 0.0428, 'grad_norm': 0.17119576036930084, 'learning_rate': 1.6923076923076924e-05, 'epoch': 1.62}
{'loss': 0.6818, 'grad_norm': 1.375622034072876, 'learning_rate': 1.687912087912088e-05, 'epoch': 1.65}
{'loss': 0.6811, 'grad_norm': 1.6715689897537231, 'learning_rate': 1.6835164835164836e-05, 'epoch': 1.67}
{'loss': 0.0638, 'grad_norm': 0.22264105081558228, 'learning_rate': 1.679120879120879e-05, 'epoch': 1.69}
{'loss': 0.0553, 'grad_norm': 0.14041297137737274, 'learning_rate': 1.674725274725275e-05, 'epoch': 1.71}
{'eval_loss': 0.38982677459716797, 'eval_runtime': 19.0025, 'eval_samples_per_second': 1.737, 'eval_steps_per_second': 1.737, 'epoch': 1.71}
{'loss': 0.0463, 'grad_norm': 0.15999653935432434, 'learning_rate': 1.6703296703296707e-05, 'epoch': 1.73}
{'loss': 0.0648, 'grad_norm': 0.1835266798734665, 'learning_rate': 1.6659340659340662e-05, 'epoch': 1.75}
{'loss': 0.782, 'grad_norm': 1.2734789848327637, 'learning_rate': 1.6615384615384618e-05, 'epoch': 1.77}
{'loss': 0.0733, 'grad_norm': 0.2395908087491989, 'learning_rate': 1.6571428571428574e-05, 'epoch': 1.8}
{'loss': 0.0604, 'grad_norm': 0.17853203415870667, 'learning_rate': 1.6527472527472526e-05, 'epoch': 1.82}
{'loss': 0.0568, 'grad_norm': 0.16523873805999756, 'learning_rate': 1.6483516483516486e-05, 'epoch': 1.84}
{'loss': 0.0522, 'grad_norm': 0.1739407777786255, 'learning_rate': 1.643956043956044e-05, 'epoch': 1.86}
{'loss': 0.0893, 'grad_norm': 0.23833121359348297, 'learning_rate': 1.6395604395604397e-05, 'epoch': 1.88}
{'loss': 0.0856, 'grad_norm': 0.21595431864261627, 'learning_rate': 1.6351648351648353e-05, 'epoch': 1.9}
{'loss': 0.1162, 'grad_norm': 0.22167959809303284, 'learning_rate': 1.630769230769231e-05, 'epoch': 1.92}
{'eval_loss': 0.33050110936164856, 'eval_runtime': 19.393, 'eval_samples_per_second': 1.702, 'eval_steps_per_second': 1.702, 'epoch': 1.92}
{'loss': 0.2627, 'grad_norm': 2.3705666065216064, 'learning_rate': 1.6263736263736265e-05, 'epoch': 1.95}
{'loss': 0.0629, 'grad_norm': 0.23034560680389404, 'learning_rate': 1.621978021978022e-05, 'epoch': 1.97}
{'loss': 0.0439, 'grad_norm': 0.20715700089931488, 'learning_rate': 1.6175824175824176e-05, 'epoch': 1.99}
{'loss': 0.0849, 'grad_norm': 0.29811039566993713, 'learning_rate': 1.6131868131868135e-05, 'epoch': 2.0}
{'loss': 0.674, 'grad_norm': 1.5299792289733887, 'learning_rate': 1.608791208791209e-05, 'epoch': 2.02}
{'loss': 0.0568, 'grad_norm': 0.13728933036327362, 'learning_rate': 1.6043956043956047e-05, 'epoch': 2.04}
{'loss': 0.0646, 'grad_norm': 0.19555774331092834, 'learning_rate': 1.6000000000000003e-05, 'epoch': 2.06}
{'loss': 0.5203, 'grad_norm': 1.9434603452682495, 'learning_rate': 1.595604395604396e-05, 'epoch': 2.09}
{'loss': 0.0511, 'grad_norm': 0.2054256796836853, 'learning_rate': 1.591208791208791e-05, 'epoch': 2.11}
{'loss': 0.0567, 'grad_norm': 0.15465570986270905, 'learning_rate': 1.586813186813187e-05, 'epoch': 2.13}
{'eval_loss': 0.28260117769241333, 'eval_runtime': 19.6697, 'eval_samples_per_second': 1.678, 'eval_steps_per_second': 1.678, 'epoch': 2.13}
{'loss': 0.0715, 'grad_norm': 0.16923508048057556, 'learning_rate': 1.5824175824175826e-05, 'epoch': 2.15}
{'loss': 0.2107, 'grad_norm': 2.05411958694458, 'learning_rate': 1.578021978021978e-05, 'epoch': 2.17}
{'loss': 0.072, 'grad_norm': 0.13263101875782013, 'learning_rate': 1.5736263736263737e-05, 'epoch': 2.19}
{'loss': 0.1153, 'grad_norm': 0.24581921100616455, 'learning_rate': 1.5692307692307693e-05, 'epoch': 2.22}
{'loss': 0.0542, 'grad_norm': 0.18045252561569214, 'learning_rate': 1.564835164835165e-05, 'epoch': 2.24}
{'loss': 0.064, 'grad_norm': 0.16034793853759766, 'learning_rate': 1.5604395604395605e-05, 'epoch': 2.26}
{'loss': 0.0673, 'grad_norm': 0.17896094918251038, 'learning_rate': 1.556043956043956e-05, 'epoch': 2.28}
{'loss': 0.0509, 'grad_norm': 0.17405569553375244, 'learning_rate': 1.551648351648352e-05, 'epoch': 2.3}
{'loss': 0.0514, 'grad_norm': 0.17631354928016663, 'learning_rate': 1.5472527472527476e-05, 'epoch': 2.32}
{'loss': 0.2881, 'grad_norm': 1.587011694908142, 'learning_rate': 1.542857142857143e-05, 'epoch': 2.34}
{'eval_loss': 0.25254201889038086, 'eval_runtime': 19.6022, 'eval_samples_per_second': 1.683, 'eval_steps_per_second': 1.683, 'epoch': 2.34}
{'loss': 0.3047, 'grad_norm': 1.852428674697876, 'learning_rate': 1.5384615384615387e-05, 'epoch': 2.37}
{'loss': 0.0764, 'grad_norm': 0.31007903814315796, 'learning_rate': 1.5340659340659343e-05, 'epoch': 2.39}
{'loss': 0.0669, 'grad_norm': 0.16605506837368011, 'learning_rate': 1.5296703296703295e-05, 'epoch': 2.41}
{'loss': 1.3197, 'grad_norm': 3.584031105041504, 'learning_rate': 1.5252747252747253e-05, 'epoch': 2.43}
{'loss': 0.0768, 'grad_norm': 0.1894073188304901, 'learning_rate': 1.5208791208791209e-05, 'epoch': 2.45}
{'loss': 0.0615, 'grad_norm': 0.17018909752368927, 'learning_rate': 1.5164835164835166e-05, 'epoch': 2.47}
{'loss': 0.0756, 'grad_norm': 0.17152176797389984, 'learning_rate': 1.5120879120879122e-05, 'epoch': 2.49}
{'loss': 0.0817, 'grad_norm': 0.21346482634544373, 'learning_rate': 1.5076923076923078e-05, 'epoch': 2.52}
{'loss': 0.0416, 'grad_norm': 0.15187881886959076, 'learning_rate': 1.5032967032967034e-05, 'epoch': 2.54}
{'loss': 0.0569, 'grad_norm': 0.2209421992301941, 'learning_rate': 1.4989010989010991e-05, 'epoch': 2.56}
{'eval_loss': 0.21791262924671173, 'eval_runtime': 18.9584, 'eval_samples_per_second': 1.741, 'eval_steps_per_second': 1.741, 'epoch': 2.56}
{'loss': 0.0524, 'grad_norm': 0.23309466242790222, 'learning_rate': 1.4945054945054947e-05, 'epoch': 2.58}
{'loss': 0.0384, 'grad_norm': 0.1652652770280838, 'learning_rate': 1.4901098901098903e-05, 'epoch': 2.6}
{'loss': 0.0491, 'grad_norm': 0.1652357131242752, 'learning_rate': 1.4857142857142858e-05, 'epoch': 2.62}
{'loss': 0.0638, 'grad_norm': 0.2885182499885559, 'learning_rate': 1.4813186813186816e-05, 'epoch': 2.65}
{'loss': 0.0459, 'grad_norm': 0.21104544401168823, 'learning_rate': 1.4769230769230772e-05, 'epoch': 2.67}
{'loss': 0.0426, 'grad_norm': 0.16189086437225342, 'learning_rate': 1.4725274725274727e-05, 'epoch': 2.69}
{'loss': 0.0433, 'grad_norm': 0.15084847807884216, 'learning_rate': 1.4681318681318682e-05, 'epoch': 2.71}
{'loss': 0.0708, 'grad_norm': 0.2635391652584076, 'learning_rate': 1.4637362637362637e-05, 'epoch': 2.73}
{'loss': 0.3409, 'grad_norm': 1.9037779569625854, 'learning_rate': 1.4593406593406593e-05, 'epoch': 2.75}
{'loss': 0.039, 'grad_norm': 0.2012241929769516, 'learning_rate': 1.454945054945055e-05, 'epoch': 2.77}
{'eval_loss': 0.20394444465637207, 'eval_runtime': 19.0548, 'eval_samples_per_second': 1.732, 'eval_steps_per_second': 1.732, 'epoch': 2.77}
{'loss': 0.0937, 'grad_norm': 0.2164766639471054, 'learning_rate': 1.4505494505494506e-05, 'epoch': 2.8}
{'loss': 0.0604, 'grad_norm': 0.221040278673172, 'learning_rate': 1.4461538461538462e-05, 'epoch': 2.82}
{'loss': 0.0501, 'grad_norm': 0.18226374685764313, 'learning_rate': 1.4417582417582418e-05, 'epoch': 2.84}
{'loss': 0.2416, 'grad_norm': 1.3143916130065918, 'learning_rate': 1.4373626373626376e-05, 'epoch': 2.86}
{'loss': 0.0725, 'grad_norm': 0.21184886991977692, 'learning_rate': 1.4329670329670331e-05, 'epoch': 2.88}
{'loss': 0.0325, 'grad_norm': 0.17748253047466278, 'learning_rate': 1.4285714285714287e-05, 'epoch': 2.9}
{'loss': 0.0349, 'grad_norm': 0.149078831076622, 'learning_rate': 1.4241758241758243e-05, 'epoch': 2.92}
{'loss': 0.0612, 'grad_norm': 0.1855621188879013, 'learning_rate': 1.41978021978022e-05, 'epoch': 2.95}
{'loss': 0.0814, 'grad_norm': 0.5768003463745117, 'learning_rate': 1.4153846153846156e-05, 'epoch': 2.97}
{'loss': 0.0271, 'grad_norm': 0.16401562094688416, 'learning_rate': 1.4109890109890112e-05, 'epoch': 2.99}
{'eval_loss': 0.19160465896129608, 'eval_runtime': 18.927, 'eval_samples_per_second': 1.744, 'eval_steps_per_second': 1.744, 'epoch': 2.99}
{'loss': 0.0605, 'grad_norm': 0.4401211738586426, 'learning_rate': 1.4065934065934068e-05, 'epoch': 3.0}
{'loss': 0.0336, 'grad_norm': 0.12292442470788956, 'learning_rate': 1.4021978021978022e-05, 'epoch': 3.02}
{'loss': 0.2463, 'grad_norm': 1.1892950534820557, 'learning_rate': 1.3978021978021978e-05, 'epoch': 3.04}
{'loss': 0.0837, 'grad_norm': 0.29483726620674133, 'learning_rate': 1.3934065934065935e-05, 'epoch': 3.06}
{'loss': 0.1515, 'grad_norm': 0.9164223074913025, 'learning_rate': 1.3890109890109891e-05, 'epoch': 3.09}
{'loss': 0.7603, 'grad_norm': 1.4875054359436035, 'learning_rate': 1.3846153846153847e-05, 'epoch': 3.11}
{'loss': 0.0535, 'grad_norm': 0.19533894956111908, 'learning_rate': 1.3802197802197803e-05, 'epoch': 3.13}
{'loss': 0.0623, 'grad_norm': 0.19367407262325287, 'learning_rate': 1.375824175824176e-05, 'epoch': 3.15}
{'loss': 0.0392, 'grad_norm': 0.1477862298488617, 'learning_rate': 1.3714285714285716e-05, 'epoch': 3.17}
{'loss': 0.0671, 'grad_norm': 0.13866636157035828, 'learning_rate': 1.3670329670329672e-05, 'epoch': 3.19}
{'eval_loss': 0.17506437003612518, 'eval_runtime': 19.852, 'eval_samples_per_second': 1.662, 'eval_steps_per_second': 1.662, 'epoch': 3.19}
{'loss': 0.0508, 'grad_norm': 0.1896374523639679, 'learning_rate': 1.3626373626373627e-05, 'epoch': 3.22}
{'loss': 0.0684, 'grad_norm': 0.1882166862487793, 'learning_rate': 1.3582417582417585e-05, 'epoch': 3.24}
{'loss': 0.0311, 'grad_norm': 0.12228313833475113, 'learning_rate': 1.353846153846154e-05, 'epoch': 3.26}
{'loss': 0.0296, 'grad_norm': 0.16138453781604767, 'learning_rate': 1.3494505494505497e-05, 'epoch': 3.28}
{'loss': 0.0393, 'grad_norm': 0.21088357269763947, 'learning_rate': 1.3450549450549452e-05, 'epoch': 3.3}
{'loss': 0.0405, 'grad_norm': 0.14239293336868286, 'learning_rate': 1.3406593406593406e-05, 'epoch': 3.32}
{'loss': 0.0846, 'grad_norm': 0.3363533318042755, 'learning_rate': 1.3362637362637362e-05, 'epoch': 3.34}
{'loss': 0.0727, 'grad_norm': 0.21784070134162903, 'learning_rate': 1.331868131868132e-05, 'epoch': 3.37}
{'loss': 0.2232, 'grad_norm': 1.2589871883392334, 'learning_rate': 1.3274725274725275e-05, 'epoch': 3.39}
{'loss': 0.3311, 'grad_norm': 1.5605818033218384, 'learning_rate': 1.3230769230769231e-05, 'epoch': 3.41}
{'eval_loss': 0.16497884690761566, 'eval_runtime': 19.4298, 'eval_samples_per_second': 1.698, 'eval_steps_per_second': 1.698, 'epoch': 3.41}
{'loss': 0.0454, 'grad_norm': 0.16094252467155457, 'learning_rate': 1.3186813186813187e-05, 'epoch': 3.43}
{'loss': 0.0297, 'grad_norm': 0.16399948298931122, 'learning_rate': 1.3142857142857145e-05, 'epoch': 3.45}
{'loss': 0.0422, 'grad_norm': 0.1598203033208847, 'learning_rate': 1.30989010989011e-05, 'epoch': 3.47}
{'loss': 0.0865, 'grad_norm': 0.18162786960601807, 'learning_rate': 1.3054945054945056e-05, 'epoch': 3.49}
{'loss': 0.0398, 'grad_norm': 0.1698378473520279, 'learning_rate': 1.3010989010989012e-05, 'epoch': 3.52}
{'loss': 0.0528, 'grad_norm': 0.16646091639995575, 'learning_rate': 1.296703296703297e-05, 'epoch': 3.54}
{'loss': 0.0202, 'grad_norm': 0.1354241669178009, 'learning_rate': 1.2923076923076925e-05, 'epoch': 3.56}
{'loss': 0.0659, 'grad_norm': 0.1948092132806778, 'learning_rate': 1.2879120879120881e-05, 'epoch': 3.58}
{'loss': 0.0481, 'grad_norm': 0.2178184688091278, 'learning_rate': 1.2835164835164837e-05, 'epoch': 3.6}
{'loss': 0.0306, 'grad_norm': 0.1724703311920166, 'learning_rate': 1.2791208791208791e-05, 'epoch': 3.62}
{'eval_loss': 0.15652284026145935, 'eval_runtime': 19.8869, 'eval_samples_per_second': 1.659, 'eval_steps_per_second': 1.659, 'epoch': 3.62}
{'loss': 0.0298, 'grad_norm': 0.1560811996459961, 'learning_rate': 1.2747252747252747e-05, 'epoch': 3.65}
{'loss': 0.0626, 'grad_norm': 0.1878032237291336, 'learning_rate': 1.2703296703296704e-05, 'epoch': 3.67}
{'loss': 0.1222, 'grad_norm': 0.6624352931976318, 'learning_rate': 1.265934065934066e-05, 'epoch': 3.69}
{'loss': 0.0572, 'grad_norm': 0.12180085480213165, 'learning_rate': 1.2615384615384616e-05, 'epoch': 3.71}
{'loss': 0.0606, 'grad_norm': 0.372956782579422, 'learning_rate': 1.2571428571428572e-05, 'epoch': 3.73}
{'loss': 0.0392, 'grad_norm': 0.22643840312957764, 'learning_rate': 1.2527472527472529e-05, 'epoch': 3.75}
{'loss': 0.0408, 'grad_norm': 0.200461283326149, 'learning_rate': 1.2483516483516485e-05, 'epoch': 3.77}
{'loss': 0.0615, 'grad_norm': 0.2557491660118103, 'learning_rate': 1.243956043956044e-05, 'epoch': 3.8}
{'loss': 0.2242, 'grad_norm': 1.353452205657959, 'learning_rate': 1.2395604395604396e-05, 'epoch': 3.82}
{'loss': 0.0489, 'grad_norm': 0.197692409157753, 'learning_rate': 1.2351648351648354e-05, 'epoch': 3.84}
{'eval_loss': 0.14932240545749664, 'eval_runtime': 19.9045, 'eval_samples_per_second': 1.658, 'eval_steps_per_second': 1.658, 'epoch': 3.84}
{'loss': 0.0407, 'grad_norm': 0.25333425402641296, 'learning_rate': 1.230769230769231e-05, 'epoch': 3.86}
{'loss': 0.029, 'grad_norm': 0.12076004594564438, 'learning_rate': 1.2263736263736266e-05, 'epoch': 3.88}
{'loss': 0.0563, 'grad_norm': 0.16348686814308167, 'learning_rate': 1.2219780219780221e-05, 'epoch': 3.9}
{'loss': 0.0516, 'grad_norm': 0.2031838446855545, 'learning_rate': 1.2175824175824175e-05, 'epoch': 3.92}
{'loss': 0.0248, 'grad_norm': 0.23575174808502197, 'learning_rate': 1.2131868131868131e-05, 'epoch': 3.95}
{'loss': 0.1044, 'grad_norm': 0.7721635103225708, 'learning_rate': 1.2087912087912089e-05, 'epoch': 3.97}
{'loss': 0.0643, 'grad_norm': 0.25673604011535645, 'learning_rate': 1.2043956043956045e-05, 'epoch': 3.99}
{'loss': 0.0204, 'grad_norm': 0.15904448926448822, 'learning_rate': 1.2e-05, 'epoch': 4.0}
{'loss': 0.0415, 'grad_norm': 0.18716312944889069, 'learning_rate': 1.1956043956043956e-05, 'epoch': 4.02}
{'loss': 0.0971, 'grad_norm': 0.6149054169654846, 'learning_rate': 1.1912087912087914e-05, 'epoch': 4.04}
{'eval_loss': 0.142338827252388, 'eval_runtime': 20.0624, 'eval_samples_per_second': 1.645, 'eval_steps_per_second': 1.645, 'epoch': 4.04}
{'loss': 0.0562, 'grad_norm': 0.18010544776916504, 'learning_rate': 1.186813186813187e-05, 'epoch': 4.06}
{'loss': 0.0986, 'grad_norm': 0.2486422061920166, 'learning_rate': 1.1824175824175825e-05, 'epoch': 4.09}
