Starting fine-tuning....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 65,536,000/4,000,000,000 (1.64% trained)
  2%|███▏                                                                                                                                               | 10/460 [03:01<2:12:14, 17.63s/it]Unsloth: Not an error, but LlamaForCausalLM does not accept `num_items_in_batch`.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.0479, 'grad_norm': 0.13199801743030548, 'learning_rate': 1.8417582417582417e-05, 'epoch': 0.9}
{'loss': 0.0527, 'grad_norm': 0.09718330204486847, 'learning_rate': 1.8373626373626373e-05, 'epoch': 0.92}
{'loss': 0.0548, 'grad_norm': 0.12086626887321472, 'learning_rate': 1.8329670329670332e-05, 'epoch': 0.95}
{'loss': 0.0646, 'grad_norm': 0.10632077604532242, 'learning_rate': 1.8285714285714288e-05, 'epoch': 0.97}
{'loss': 0.0505, 'grad_norm': 0.07099734246730804, 'learning_rate': 1.8241758241758244e-05, 'epoch': 0.99}
{'loss': 0.054, 'grad_norm': 0.16360008716583252, 'learning_rate': 1.81978021978022e-05, 'epoch': 1.0}
{'loss': 0.0278, 'grad_norm': 0.12114528566598892, 'learning_rate': 1.8153846153846155e-05, 'epoch': 1.02}
{'loss': 0.0612, 'grad_norm': 0.08764377981424332, 'learning_rate': 1.810989010989011e-05, 'epoch': 1.04}
{'loss': 0.0504, 'grad_norm': 0.0744679719209671, 'learning_rate': 1.8065934065934067e-05, 'epoch': 1.06}
{'eval_loss': 0.04810098558664322, 'eval_runtime': 44.097, 'eval_samples_per_second': 0.748, 'eval_steps_per_second': 0.748, 'epoch': 1.06}
{'loss': 0.0396, 'grad_norm': 0.07342313975095749, 'learning_rate': 1.8021978021978023e-05, 'epoch': 1.09}
{'loss': 0.0421, 'grad_norm': 0.08208495378494263, 'learning_rate': 1.797802197802198e-05, 'epoch': 1.11}
{'loss': 0.0499, 'grad_norm': 0.07387299090623856, 'learning_rate': 1.7934065934065938e-05, 'epoch': 1.13}
{'loss': 0.0511, 'grad_norm': 0.10290493071079254, 'learning_rate': 1.7890109890109893e-05, 'epoch': 1.15}
{'loss': 0.0583, 'grad_norm': 0.07301194220781326, 'learning_rate': 1.784615384615385e-05, 'epoch': 1.17}
{'loss': 0.0647, 'grad_norm': 0.08525949716567993, 'learning_rate': 1.78021978021978e-05, 'epoch': 1.19}
{'loss': 0.0881, 'grad_norm': 0.10149368643760681, 'learning_rate': 1.7758241758241757e-05, 'epoch': 1.22}
{'loss': 0.0692, 'grad_norm': 0.07610008865594864, 'learning_rate': 1.7714285714285717e-05, 'epoch': 1.24}
{'loss': 0.0325, 'grad_norm': 0.12949389219284058, 'learning_rate': 1.7670329670329672e-05, 'epoch': 1.26}
{'loss': 0.0434, 'grad_norm': 0.08004841208457947, 'learning_rate': 1.7626373626373628e-05, 'epoch': 1.28}
{'eval_loss': 0.04557623341679573, 'eval_runtime': 44.1438, 'eval_samples_per_second': 0.748, 'eval_steps_per_second': 0.748, 'epoch': 1.28}
{'loss': 0.0518, 'grad_norm': 0.11511947214603424, 'learning_rate': 1.7582417582417584e-05, 'epoch': 1.3}
{'loss': 0.0533, 'grad_norm': 0.0840858593583107, 'learning_rate': 1.753846153846154e-05, 'epoch': 1.32}
{'loss': 0.0591, 'grad_norm': 0.08084911853075027, 'learning_rate': 1.7494505494505495e-05, 'epoch': 1.34}
{'loss': 0.0423, 'grad_norm': 0.10158034414052963, 'learning_rate': 1.745054945054945e-05, 'epoch': 1.37}
{'loss': 0.0325, 'grad_norm': 0.09593478590250015, 'learning_rate': 1.7406593406593407e-05, 'epoch': 1.39}
{'loss': 0.0446, 'grad_norm': 0.11636748909950256, 'learning_rate': 1.7362637362637363e-05, 'epoch': 1.41}
{'loss': 0.0304, 'grad_norm': 0.06091543287038803, 'learning_rate': 1.7318681318681322e-05, 'epoch': 1.43}
{'loss': 0.0247, 'grad_norm': 0.060603104531764984, 'learning_rate': 1.7274725274725278e-05, 'epoch': 1.45}
{'loss': 0.0423, 'grad_norm': 0.07904376834630966, 'learning_rate': 1.7230769230769234e-05, 'epoch': 1.47}
{'loss': 0.0419, 'grad_norm': 0.057968322187662125, 'learning_rate': 1.7186813186813186e-05, 'epoch': 1.49}
{'eval_loss': 0.04332719370722771, 'eval_runtime': 44.1059, 'eval_samples_per_second': 0.748, 'eval_steps_per_second': 0.748, 'epoch': 1.49}
{'loss': 0.0455, 'grad_norm': 0.07254825532436371, 'learning_rate': 1.7142857142857142e-05, 'epoch': 1.52}
{'loss': 0.0129, 'grad_norm': 0.03846622258424759, 'learning_rate': 1.70989010989011e-05, 'epoch': 1.54}
{'loss': 0.0939, 'grad_norm': 0.09979061037302017, 'learning_rate': 1.7054945054945057e-05, 'epoch': 1.56}
{'loss': 0.0193, 'grad_norm': 0.06289386004209518, 'learning_rate': 1.7010989010989013e-05, 'epoch': 1.58}
{'loss': 0.0266, 'grad_norm': 0.07457391917705536, 'learning_rate': 1.696703296703297e-05, 'epoch': 1.6}
{'loss': 0.0136, 'grad_norm': 0.04444082826375961, 'learning_rate': 1.6923076923076924e-05, 'epoch': 1.62}
{'loss': 0.0258, 'grad_norm': 0.05663532018661499, 'learning_rate': 1.687912087912088e-05, 'epoch': 1.65}
{'loss': 0.0188, 'grad_norm': 0.055905748158693314, 'learning_rate': 1.6835164835164836e-05, 'epoch': 1.67}
{'loss': 0.0321, 'grad_norm': 0.0690884217619896, 'learning_rate': 1.679120879120879e-05, 'epoch': 1.69}
{'loss': 0.0285, 'grad_norm': 0.0753236636519432, 'learning_rate': 1.674725274725275e-05, 'epoch': 1.71}
{'eval_loss': 0.04188402742147446, 'eval_runtime': 44.1273, 'eval_samples_per_second': 0.748, 'eval_steps_per_second': 0.748, 'epoch': 1.71}
{'loss': 0.0139, 'grad_norm': 0.05266662687063217, 'learning_rate': 1.6703296703296707e-05, 'epoch': 1.73}
{'loss': 0.0394, 'grad_norm': 0.09383150190114975, 'learning_rate': 1.6659340659340662e-05, 'epoch': 1.75}
{'loss': 0.033, 'grad_norm': 0.06216772273182869, 'learning_rate': 1.6615384615384618e-05, 'epoch': 1.77}
{'loss': 0.0397, 'grad_norm': 0.34187474846839905, 'learning_rate': 1.6571428571428574e-05, 'epoch': 1.8}
{'loss': 0.0237, 'grad_norm': 0.07731461524963379, 'learning_rate': 1.6527472527472526e-05, 'epoch': 1.82}
{'loss': 0.0353, 'grad_norm': 0.07013709843158722, 'learning_rate': 1.6483516483516486e-05, 'epoch': 1.84}
{'loss': 0.0227, 'grad_norm': 0.06499569863080978, 'learning_rate': 1.643956043956044e-05, 'epoch': 1.86}
{'loss': 0.0626, 'grad_norm': 0.07971280813217163, 'learning_rate': 1.6395604395604397e-05, 'epoch': 1.88}
{'loss': 0.0456, 'grad_norm': 0.08796809613704681, 'learning_rate': 1.6351648351648353e-05, 'epoch': 1.9}
{'loss': 0.0806, 'grad_norm': 0.1205315887928009, 'learning_rate': 1.630769230769231e-05, 'epoch': 1.92}
{'eval_loss': 0.040558651089668274, 'eval_runtime': 53.8205, 'eval_samples_per_second': 0.613, 'eval_steps_per_second': 0.613, 'epoch': 1.92}
{'loss': 0.0191, 'grad_norm': 0.0641229972243309, 'learning_rate': 1.6263736263736265e-05, 'epoch': 1.95}
{'loss': 0.04, 'grad_norm': 0.07100190967321396, 'learning_rate': 1.621978021978022e-05, 'epoch': 1.97}
{'loss': 0.0172, 'grad_norm': 0.07624530792236328, 'learning_rate': 1.6175824175824176e-05, 'epoch': 1.99}
{'loss': 0.0474, 'grad_norm': 0.14294427633285522, 'learning_rate': 1.6131868131868135e-05, 'epoch': 2.0}
{'loss': 0.0279, 'grad_norm': 0.09861335903406143, 'learning_rate': 1.608791208791209e-05, 'epoch': 2.02}
{'loss': 0.0205, 'grad_norm': 0.06693743169307709, 'learning_rate': 1.6043956043956047e-05, 'epoch': 2.04}
{'loss': 0.032, 'grad_norm': 0.07533591240644455, 'learning_rate': 1.6000000000000003e-05, 'epoch': 2.06}
{'loss': 0.0467, 'grad_norm': 0.10439365357160568, 'learning_rate': 1.595604395604396e-05, 'epoch': 2.09}
{'loss': 0.0244, 'grad_norm': 0.08522603660821915, 'learning_rate': 1.591208791208791e-05, 'epoch': 2.11}
{'loss': 0.0289, 'grad_norm': 0.06320852786302567, 'learning_rate': 1.586813186813187e-05, 'epoch': 2.13}
{'eval_loss': 0.03950554132461548, 'eval_runtime': 62.6444, 'eval_samples_per_second': 0.527, 'eval_steps_per_second': 0.527, 'epoch': 2.13}
{'loss': 0.0471, 'grad_norm': 0.08845273405313492, 'learning_rate': 1.5824175824175826e-05, 'epoch': 2.15}
{'loss': 0.0241, 'grad_norm': 0.05740543454885483, 'learning_rate': 1.578021978021978e-05, 'epoch': 2.17}
{'loss': 0.0521, 'grad_norm': 0.06751459091901779, 'learning_rate': 1.5736263736263737e-05, 'epoch': 2.19}
{'loss': 0.0749, 'grad_norm': 0.0947871133685112, 'learning_rate': 1.5692307692307693e-05, 'epoch': 2.22}
{'loss': 0.0297, 'grad_norm': 0.06645625084638596, 'learning_rate': 1.564835164835165e-05, 'epoch': 2.24}
{'loss': 0.0394, 'grad_norm': 0.08514612913131714, 'learning_rate': 1.5604395604395605e-05, 'epoch': 2.26}
{'loss': 0.0482, 'grad_norm': 0.08263862878084183, 'learning_rate': 1.556043956043956e-05, 'epoch': 2.28}
{'loss': 0.0223, 'grad_norm': 0.060815609991550446, 'learning_rate': 1.551648351648352e-05, 'epoch': 2.3}
{'loss': 0.0261, 'grad_norm': 0.050623685121536255, 'learning_rate': 1.5472527472527476e-05, 'epoch': 2.32}
{'loss': 0.0263, 'grad_norm': 0.09099272638559341, 'learning_rate': 1.542857142857143e-05, 'epoch': 2.34}
{'eval_loss': 0.038584981113672256, 'eval_runtime': 63.8747, 'eval_samples_per_second': 0.517, 'eval_steps_per_second': 0.517, 'epoch': 2.34}
{'loss': 0.0117, 'grad_norm': 0.054003506898880005, 'learning_rate': 1.5384615384615387e-05, 'epoch': 2.37}
{'loss': 0.038, 'grad_norm': 0.08358707278966904, 'learning_rate': 1.5340659340659343e-05, 'epoch': 2.39}
{'loss': 0.052, 'grad_norm': 0.10246248543262482, 'learning_rate': 1.5296703296703295e-05, 'epoch': 2.41}
{'loss': 0.036, 'grad_norm': 0.1082739382982254, 'learning_rate': 1.5252747252747253e-05, 'epoch': 2.43}
{'loss': 0.0502, 'grad_norm': 0.10743588954210281, 'learning_rate': 1.5208791208791209e-05, 'epoch': 2.45}
{'loss': 0.0341, 'grad_norm': 0.09863723069429398, 'learning_rate': 1.5164835164835166e-05, 'epoch': 2.47}
{'loss': 0.0545, 'grad_norm': 0.0642012357711792, 'learning_rate': 1.5120879120879122e-05, 'epoch': 2.49}
{'loss': 0.0465, 'grad_norm': 0.09160878509283066, 'learning_rate': 1.5076923076923078e-05, 'epoch': 2.52}
{'loss': 0.022, 'grad_norm': 0.070121169090271, 'learning_rate': 1.5032967032967034e-05, 'epoch': 2.54}
{'loss': 0.0346, 'grad_norm': 0.06289143115282059, 'learning_rate': 1.4989010989010991e-05, 'epoch': 2.56}
{'eval_loss': 0.03794017806649208, 'eval_runtime': 62.2564, 'eval_samples_per_second': 0.53, 'eval_steps_per_second': 0.53, 'epoch': 2.56}
{'loss': 0.0264, 'grad_norm': 0.07721146941184998, 'learning_rate': 1.4945054945054947e-05, 'epoch': 2.58}
{'loss': 0.0163, 'grad_norm': 0.056571248918771744, 'learning_rate': 1.4901098901098903e-05, 'epoch': 2.6}
{'loss': 0.0266, 'grad_norm': 0.06636632233858109, 'learning_rate': 1.4857142857142858e-05, 'epoch': 2.62}
{'loss': 0.0287, 'grad_norm': 0.10756473243236542, 'learning_rate': 1.4813186813186816e-05, 'epoch': 2.65}
{'loss': 0.0194, 'grad_norm': 0.06391835957765579, 'learning_rate': 1.4769230769230772e-05, 'epoch': 2.67}
{'loss': 0.0192, 'grad_norm': 0.03632901981472969, 'learning_rate': 1.4725274725274727e-05, 'epoch': 2.69}
{'loss': 0.0172, 'grad_norm': 0.04358644410967827, 'learning_rate': 1.4681318681318682e-05, 'epoch': 2.71}
{'loss': 0.0281, 'grad_norm': 0.0837673768401146, 'learning_rate': 1.4637362637362637e-05, 'epoch': 2.73}
{'loss': 0.0271, 'grad_norm': 0.12142792344093323, 'learning_rate': 1.4593406593406593e-05, 'epoch': 2.75}
{'loss': 0.018, 'grad_norm': 0.08287536352872849, 'learning_rate': 1.454945054945055e-05, 'epoch': 2.77}
{'eval_loss': 0.03749832138419151, 'eval_runtime': 44.0132, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.75, 'epoch': 2.77}
{'loss': 0.074, 'grad_norm': 0.10021064430475235, 'learning_rate': 1.4505494505494506e-05, 'epoch': 2.8}
{'loss': 0.0383, 'grad_norm': 0.12893472611904144, 'learning_rate': 1.4461538461538462e-05, 'epoch': 2.82}
{'loss': 0.0291, 'grad_norm': 0.0765695571899414, 'learning_rate': 1.4417582417582418e-05, 'epoch': 2.84}
{'loss': 0.0385, 'grad_norm': 0.08288947492837906, 'learning_rate': 1.4373626373626376e-05, 'epoch': 2.86}
{'loss': 0.0479, 'grad_norm': 0.0677252858877182, 'learning_rate': 1.4329670329670331e-05, 'epoch': 2.88}
{'loss': 0.0155, 'grad_norm': 0.047971680760383606, 'learning_rate': 1.4285714285714287e-05, 'epoch': 2.9}
{'loss': 0.0271, 'grad_norm': 0.08289950340986252, 'learning_rate': 1.4241758241758243e-05, 'epoch': 2.92}
{'loss': 0.0364, 'grad_norm': 0.09486255049705505, 'learning_rate': 1.41978021978022e-05, 'epoch': 2.95}
{'loss': 0.0171, 'grad_norm': 0.06553560495376587, 'learning_rate': 1.4153846153846156e-05, 'epoch': 2.97}
{'loss': 0.0106, 'grad_norm': 0.03929488733410835, 'learning_rate': 1.4109890109890112e-05, 'epoch': 2.99}
{'eval_loss': 0.03711496666073799, 'eval_runtime': 43.9648, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 2.99}
{'loss': 0.0185, 'grad_norm': 0.09456547349691391, 'learning_rate': 1.4065934065934068e-05, 'epoch': 3.0}
{'loss': 0.0251, 'grad_norm': 0.07556670904159546, 'learning_rate': 1.4021978021978022e-05, 'epoch': 3.02}
{'loss': 0.0382, 'grad_norm': 0.10178209096193314, 'learning_rate': 1.3978021978021978e-05, 'epoch': 3.04}
{'loss': 0.0525, 'grad_norm': 0.08628850430250168, 'learning_rate': 1.3934065934065935e-05, 'epoch': 3.06}
{'loss': 0.0244, 'grad_norm': 0.0722806304693222, 'learning_rate': 1.3890109890109891e-05, 'epoch': 3.09}
{'loss': 0.0384, 'grad_norm': 0.10972864180803299, 'learning_rate': 1.3846153846153847e-05, 'epoch': 3.11}
{'loss': 0.03, 'grad_norm': 0.08089622855186462, 'learning_rate': 1.3802197802197803e-05, 'epoch': 3.13}
{'loss': 0.042, 'grad_norm': 0.14521141350269318, 'learning_rate': 1.375824175824176e-05, 'epoch': 3.15}
{'loss': 0.0185, 'grad_norm': 0.059092480689287186, 'learning_rate': 1.3714285714285716e-05, 'epoch': 3.17}
{'loss': 0.051, 'grad_norm': 0.08153020590543747, 'learning_rate': 1.3670329670329672e-05, 'epoch': 3.19}
{'eval_loss': 0.03676755353808403, 'eval_runtime': 43.9499, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 3.19}
{'loss': 0.0342, 'grad_norm': 0.05275363475084305, 'learning_rate': 1.3626373626373627e-05, 'epoch': 3.22}
{'loss': 0.0455, 'grad_norm': 0.0722048282623291, 'learning_rate': 1.3582417582417585e-05, 'epoch': 3.24}
{'loss': 0.0175, 'grad_norm': 0.05823130160570145, 'learning_rate': 1.353846153846154e-05, 'epoch': 3.26}
{'loss': 0.0104, 'grad_norm': 0.06872755289077759, 'learning_rate': 1.3494505494505497e-05, 'epoch': 3.28}
{'loss': 0.0144, 'grad_norm': 0.06274844706058502, 'learning_rate': 1.3450549450549452e-05, 'epoch': 3.3}
{'loss': 0.0244, 'grad_norm': 0.059902239590883255, 'learning_rate': 1.3406593406593406e-05, 'epoch': 3.32}
{'loss': 0.0469, 'grad_norm': 0.1034022718667984, 'learning_rate': 1.3362637362637362e-05, 'epoch': 3.34}
{'loss': 0.0539, 'grad_norm': 0.09533568471670151, 'learning_rate': 1.331868131868132e-05, 'epoch': 3.37}
{'loss': 0.0182, 'grad_norm': 0.10639076679944992, 'learning_rate': 1.3274725274725275e-05, 'epoch': 3.39}
{'loss': 0.0256, 'grad_norm': 0.07251891493797302, 'learning_rate': 1.3230769230769231e-05, 'epoch': 3.41}
{'eval_loss': 0.03656422719359398, 'eval_runtime': 43.9327, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 3.41}
{'loss': 0.0303, 'grad_norm': 0.10742253065109253, 'learning_rate': 1.3186813186813187e-05, 'epoch': 3.43}
{'loss': 0.0079, 'grad_norm': 0.06358376890420914, 'learning_rate': 1.3142857142857145e-05, 'epoch': 3.45}
{'loss': 0.0229, 'grad_norm': 0.06705527752637863, 'learning_rate': 1.30989010989011e-05, 'epoch': 3.47}
{'loss': 0.0696, 'grad_norm': 0.07323244214057922, 'learning_rate': 1.3054945054945056e-05, 'epoch': 3.49}
{'loss': 0.0251, 'grad_norm': 0.1642257571220398, 'learning_rate': 1.3010989010989012e-05, 'epoch': 3.52}
{'loss': 0.0295, 'grad_norm': 0.06708363443613052, 'learning_rate': 1.296703296703297e-05, 'epoch': 3.54}
{'loss': 0.01, 'grad_norm': 0.07042181491851807, 'learning_rate': 1.2923076923076925e-05, 'epoch': 3.56}
{'loss': 0.0367, 'grad_norm': 0.08814334124326706, 'learning_rate': 1.2879120879120881e-05, 'epoch': 3.58}
{'loss': 0.0147, 'grad_norm': 0.13773924112319946, 'learning_rate': 1.2835164835164837e-05, 'epoch': 3.6}
{'loss': 0.0144, 'grad_norm': 0.05114411562681198, 'learning_rate': 1.2791208791208791e-05, 'epoch': 3.62}
{'eval_loss': 0.03630772978067398, 'eval_runtime': 43.9547, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 3.62}
{'loss': 0.02, 'grad_norm': 0.10149243474006653, 'learning_rate': 1.2747252747252747e-05, 'epoch': 3.65}
{'loss': 0.0323, 'grad_norm': 0.0939037948846817, 'learning_rate': 1.2703296703296704e-05, 'epoch': 3.67}
{'loss': 0.0213, 'grad_norm': 0.06820657849311829, 'learning_rate': 1.265934065934066e-05, 'epoch': 3.69}
{'loss': 0.0377, 'grad_norm': 0.09381670504808426, 'learning_rate': 1.2615384615384616e-05, 'epoch': 3.71}
{'loss': 0.0205, 'grad_norm': 0.17093053460121155, 'learning_rate': 1.2571428571428572e-05, 'epoch': 3.73}
{'loss': 0.02, 'grad_norm': 0.07459891587495804, 'learning_rate': 1.2527472527472529e-05, 'epoch': 3.75}
{'loss': 0.0203, 'grad_norm': 0.05738144367933273, 'learning_rate': 1.2483516483516485e-05, 'epoch': 3.77}
{'loss': 0.034, 'grad_norm': 0.07209309935569763, 'learning_rate': 1.243956043956044e-05, 'epoch': 3.8}
{'loss': 0.013, 'grad_norm': 0.0979856625199318, 'learning_rate': 1.2395604395604396e-05, 'epoch': 3.82}
{'loss': 0.0282, 'grad_norm': 0.06256898492574692, 'learning_rate': 1.2351648351648354e-05, 'epoch': 3.84}
{'eval_loss': 0.036132071167230606, 'eval_runtime': 44.1059, 'eval_samples_per_second': 0.748, 'eval_steps_per_second': 0.748, 'epoch': 3.84}
{'loss': 0.0292, 'grad_norm': 0.1024116650223732, 'learning_rate': 1.230769230769231e-05, 'epoch': 3.86}
{'loss': 0.0162, 'grad_norm': 0.05606398731470108, 'learning_rate': 1.2263736263736266e-05, 'epoch': 3.88}
{'loss': 0.047, 'grad_norm': 0.07958801090717316, 'learning_rate': 1.2219780219780221e-05, 'epoch': 3.9}
{'loss': 0.0295, 'grad_norm': 0.07055111229419708, 'learning_rate': 1.2175824175824175e-05, 'epoch': 3.92}
{'loss': 0.0127, 'grad_norm': 0.07738975435495377, 'learning_rate': 1.2131868131868131e-05, 'epoch': 3.95}
{'loss': 0.0245, 'grad_norm': 0.07005373388528824, 'learning_rate': 1.2087912087912089e-05, 'epoch': 3.97}
{'loss': 0.0368, 'grad_norm': 0.10359755158424377, 'learning_rate': 1.2043956043956045e-05, 'epoch': 3.99}
{'loss': 0.0109, 'grad_norm': 0.1484210342168808, 'learning_rate': 1.2e-05, 'epoch': 4.0}
{'loss': 0.0292, 'grad_norm': 0.08941304683685303, 'learning_rate': 1.1956043956043956e-05, 'epoch': 4.02}
{'loss': 0.0183, 'grad_norm': 0.06730470061302185, 'learning_rate': 1.1912087912087914e-05, 'epoch': 4.04}
{'eval_loss': 0.035986147820949554, 'eval_runtime': 44.2554, 'eval_samples_per_second': 0.746, 'eval_steps_per_second': 0.746, 'epoch': 4.04}
{'loss': 0.0328, 'grad_norm': 0.06259245425462723, 'learning_rate': 1.186813186813187e-05, 'epoch': 4.06}
{'loss': 0.0687, 'grad_norm': 0.10032087564468384, 'learning_rate': 1.1824175824175825e-05, 'epoch': 4.09}
