Starting training....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 3
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 3,212,749,824/3,212,749,824 (100.00% trained)
  0%|                                                                                                                                       | 0/460 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.0268, 'grad_norm': 0.87109375, 'learning_rate': 1.8373626373626373e-05, 'epoch': 0.92}
{'loss': 0.0372, 'grad_norm': 0.88671875, 'learning_rate': 1.8329670329670332e-05, 'epoch': 0.95}
{'loss': 0.0443, 'grad_norm': 0.9765625, 'learning_rate': 1.8285714285714288e-05, 'epoch': 0.97}
{'loss': 0.0394, 'grad_norm': 1.2890625, 'learning_rate': 1.8241758241758244e-05, 'epoch': 0.99}
{'loss': 0.0646, 'grad_norm': 2.34375, 'learning_rate': 1.81978021978022e-05, 'epoch': 1.0}
{'loss': 0.0156, 'grad_norm': 0.72265625, 'learning_rate': 1.8153846153846155e-05, 'epoch': 1.02}
{'loss': 0.0448, 'grad_norm': 1.734375, 'learning_rate': 1.810989010989011e-05, 'epoch': 1.04}
{'loss': 0.0269, 'grad_norm': 0.5859375, 'learning_rate': 1.8065934065934067e-05, 'epoch': 1.06}
{'eval_loss': 0.03669681027531624, 'eval_runtime': 12.8991, 'eval_samples_per_second': 2.558, 'eval_steps_per_second': 2.558, 'epoch': 1.06}
{'loss': 0.0238, 'grad_norm': 0.49609375, 'learning_rate': 1.8021978021978023e-05, 'epoch': 1.09}
{'loss': 0.0198, 'grad_norm': 0.451171875, 'learning_rate': 1.797802197802198e-05, 'epoch': 1.11}
{'loss': 0.0188, 'grad_norm': 0.4140625, 'learning_rate': 1.7934065934065938e-05, 'epoch': 1.13}
{'loss': 0.0254, 'grad_norm': 0.59765625, 'learning_rate': 1.7890109890109893e-05, 'epoch': 1.15}
{'loss': 0.0347, 'grad_norm': 0.68359375, 'learning_rate': 1.784615384615385e-05, 'epoch': 1.17}
{'loss': 0.0388, 'grad_norm': 0.64453125, 'learning_rate': 1.78021978021978e-05, 'epoch': 1.19}
{'loss': 0.0511, 'grad_norm': 0.9140625, 'learning_rate': 1.7758241758241757e-05, 'epoch': 1.22}
{'loss': 0.0395, 'grad_norm': 0.87890625, 'learning_rate': 1.7714285714285717e-05, 'epoch': 1.24}
{'loss': 0.0134, 'grad_norm': 0.65234375, 'learning_rate': 1.7670329670329672e-05, 'epoch': 1.26}
{'loss': 0.0163, 'grad_norm': 0.49609375, 'learning_rate': 1.7626373626373628e-05, 'epoch': 1.28}
{'eval_loss': 0.03595456853508949, 'eval_runtime': 12.5262, 'eval_samples_per_second': 2.634, 'eval_steps_per_second': 2.634, 'epoch': 1.28}
{'loss': 0.022, 'grad_norm': 1.375, 'learning_rate': 1.7582417582417584e-05, 'epoch': 1.3}
{'loss': 0.0263, 'grad_norm': 0.859375, 'learning_rate': 1.753846153846154e-05, 'epoch': 1.32}
{'loss': 0.0323, 'grad_norm': 0.97265625, 'learning_rate': 1.7494505494505495e-05, 'epoch': 1.34}
{'loss': 0.0217, 'grad_norm': 0.83984375, 'learning_rate': 1.745054945054945e-05, 'epoch': 1.37}
{'loss': 0.0183, 'grad_norm': 0.89453125, 'learning_rate': 1.7406593406593407e-05, 'epoch': 1.39}
{'loss': 0.0266, 'grad_norm': 1.078125, 'learning_rate': 1.7362637362637363e-05, 'epoch': 1.41}
{'loss': 0.0094, 'grad_norm': 0.51953125, 'learning_rate': 1.7318681318681322e-05, 'epoch': 1.43}
{'loss': 0.0116, 'grad_norm': 0.5234375, 'learning_rate': 1.7274725274725278e-05, 'epoch': 1.45}
{'loss': 0.0509, 'grad_norm': 1.765625, 'learning_rate': 1.7230769230769234e-05, 'epoch': 1.47}
{'loss': 0.0274, 'grad_norm': 0.75, 'learning_rate': 1.7186813186813186e-05, 'epoch': 1.49}
{'eval_loss': 0.035604678094387054, 'eval_runtime': 12.5511, 'eval_samples_per_second': 2.629, 'eval_steps_per_second': 2.629, 'epoch': 1.49}
{'loss': 0.025, 'grad_norm': 0.90625, 'learning_rate': 1.7142857142857142e-05, 'epoch': 1.52}
{'loss': 0.0098, 'grad_norm': 0.8203125, 'learning_rate': 1.70989010989011e-05, 'epoch': 1.54}
{'loss': 0.0659, 'grad_norm': 1.4921875, 'learning_rate': 1.7054945054945057e-05, 'epoch': 1.56}
{'loss': 0.0117, 'grad_norm': 0.61328125, 'learning_rate': 1.7010989010989013e-05, 'epoch': 1.58}
{'loss': 0.0211, 'grad_norm': 0.87890625, 'learning_rate': 1.696703296703297e-05, 'epoch': 1.6}
{'loss': 0.0115, 'grad_norm': 0.5234375, 'learning_rate': 1.6923076923076924e-05, 'epoch': 1.62}
{'loss': 0.014, 'grad_norm': 0.50390625, 'learning_rate': 1.687912087912088e-05, 'epoch': 1.65}
{'loss': 0.0055, 'grad_norm': 0.46484375, 'learning_rate': 1.6835164835164836e-05, 'epoch': 1.67}
{'loss': 0.0216, 'grad_norm': 1.1015625, 'learning_rate': 1.679120879120879e-05, 'epoch': 1.69}
{'loss': 0.0136, 'grad_norm': 0.42578125, 'learning_rate': 1.674725274725275e-05, 'epoch': 1.71}
{'eval_loss': 0.03563999757170677, 'eval_runtime': 12.5084, 'eval_samples_per_second': 2.638, 'eval_steps_per_second': 2.638, 'epoch': 1.71}
{'loss': 0.0085, 'grad_norm': 0.419921875, 'learning_rate': 1.6703296703296707e-05, 'epoch': 1.73}
{'loss': 0.0197, 'grad_norm': 0.4765625, 'learning_rate': 1.6659340659340662e-05, 'epoch': 1.75}
{'loss': 0.0256, 'grad_norm': 1.40625, 'learning_rate': 1.6615384615384618e-05, 'epoch': 1.77}
{'loss': 0.0275, 'grad_norm': 0.9921875, 'learning_rate': 1.6571428571428574e-05, 'epoch': 1.8}
{'loss': 0.0117, 'grad_norm': 0.74609375, 'learning_rate': 1.6527472527472526e-05, 'epoch': 1.82}
{'loss': 0.0196, 'grad_norm': 0.7890625, 'learning_rate': 1.6483516483516486e-05, 'epoch': 1.84}
{'loss': 0.0167, 'grad_norm': 1.1640625, 'learning_rate': 1.643956043956044e-05, 'epoch': 1.86}
{'loss': 0.0451, 'grad_norm': 0.90625, 'learning_rate': 1.6395604395604397e-05, 'epoch': 1.88}
{'loss': 0.03, 'grad_norm': 0.76171875, 'learning_rate': 1.6351648351648353e-05, 'epoch': 1.9}
{'loss': 0.0653, 'grad_norm': 1.34375, 'learning_rate': 1.630769230769231e-05, 'epoch': 1.92}
{'eval_loss': 0.03453296050429344, 'eval_runtime': 12.3169, 'eval_samples_per_second': 2.679, 'eval_steps_per_second': 2.679, 'epoch': 1.92}
{'loss': 0.0066, 'grad_norm': 0.62890625, 'learning_rate': 1.6263736263736265e-05, 'epoch': 1.95}
{'loss': 0.0245, 'grad_norm': 0.53125, 'learning_rate': 1.621978021978022e-05, 'epoch': 1.97}
{'loss': 0.0129, 'grad_norm': 2.46875, 'learning_rate': 1.6175824175824176e-05, 'epoch': 1.99}
{'loss': 0.0544, 'grad_norm': 2.15625, 'learning_rate': 1.6131868131868135e-05, 'epoch': 2.0}
{'loss': 0.0126, 'grad_norm': 0.734375, 'learning_rate': 1.608791208791209e-05, 'epoch': 2.02}
{'loss': 0.0106, 'grad_norm': 0.5390625, 'learning_rate': 1.6043956043956047e-05, 'epoch': 2.04}
{'loss': 0.0155, 'grad_norm': 0.5234375, 'learning_rate': 1.6000000000000003e-05, 'epoch': 2.06}
{'loss': 0.0255, 'grad_norm': 0.82421875, 'learning_rate': 1.595604395604396e-05, 'epoch': 2.09}
{'loss': 0.0062, 'grad_norm': 0.396484375, 'learning_rate': 1.591208791208791e-05, 'epoch': 2.11}
{'loss': 0.0166, 'grad_norm': 0.4921875, 'learning_rate': 1.586813186813187e-05, 'epoch': 2.13}
{'eval_loss': 0.03355447202920914, 'eval_runtime': 12.6395, 'eval_samples_per_second': 2.611, 'eval_steps_per_second': 2.611, 'epoch': 2.13}
{'loss': 0.0307, 'grad_norm': 0.875, 'learning_rate': 1.5824175824175826e-05, 'epoch': 2.15}
{'loss': 0.0085, 'grad_norm': 0.7109375, 'learning_rate': 1.578021978021978e-05, 'epoch': 2.17}
{'loss': 0.0247, 'grad_norm': 0.62890625, 'learning_rate': 1.5736263736263737e-05, 'epoch': 2.19}
{'loss': 0.0303, 'grad_norm': 0.80859375, 'learning_rate': 1.5692307692307693e-05, 'epoch': 2.22}
{'loss': 0.0183, 'grad_norm': 0.60546875, 'learning_rate': 1.564835164835165e-05, 'epoch': 2.24}
{'loss': 0.0287, 'grad_norm': 0.8125, 'learning_rate': 1.5604395604395605e-05, 'epoch': 2.26}
{'loss': 0.026, 'grad_norm': 0.5703125, 'learning_rate': 1.556043956043956e-05, 'epoch': 2.28}
{'loss': 0.0114, 'grad_norm': 0.41015625, 'learning_rate': 1.551648351648352e-05, 'epoch': 2.3}
{'loss': 0.0135, 'grad_norm': 0.490234375, 'learning_rate': 1.5472527472527476e-05, 'epoch': 2.32}
{'loss': 0.0065, 'grad_norm': 0.67578125, 'learning_rate': 1.542857142857143e-05, 'epoch': 2.34}
{'eval_loss': 0.03437225893139839, 'eval_runtime': 12.3485, 'eval_samples_per_second': 2.672, 'eval_steps_per_second': 2.672, 'epoch': 2.34}
{'loss': 0.0027, 'grad_norm': 0.25, 'learning_rate': 1.5384615384615387e-05, 'epoch': 2.37}
{'loss': 0.0195, 'grad_norm': 0.9921875, 'learning_rate': 1.5340659340659343e-05, 'epoch': 2.39}
{'loss': 0.0349, 'grad_norm': 1.265625, 'learning_rate': 1.5296703296703295e-05, 'epoch': 2.41}
{'loss': 0.0134, 'grad_norm': 0.7265625, 'learning_rate': 1.5252747252747253e-05, 'epoch': 2.43}
{'loss': 0.0206, 'grad_norm': 0.66015625, 'learning_rate': 1.5208791208791209e-05, 'epoch': 2.45}
{'loss': 0.0192, 'grad_norm': 0.63671875, 'learning_rate': 1.5164835164835166e-05, 'epoch': 2.47}
{'loss': 0.0297, 'grad_norm': 0.78515625, 'learning_rate': 1.5120879120879122e-05, 'epoch': 2.49}
{'loss': 0.03, 'grad_norm': 1.2421875, 'learning_rate': 1.5076923076923078e-05, 'epoch': 2.52}
{'loss': 0.0164, 'grad_norm': 0.68359375, 'learning_rate': 1.5032967032967034e-05, 'epoch': 2.54}
{'loss': 0.0168, 'grad_norm': 0.93359375, 'learning_rate': 1.4989010989010991e-05, 'epoch': 2.56}
{'eval_loss': 0.037342846393585205, 'eval_runtime': 12.4185, 'eval_samples_per_second': 2.657, 'eval_steps_per_second': 2.657, 'epoch': 2.56}
{'loss': 0.01, 'grad_norm': 0.455078125, 'learning_rate': 1.4945054945054947e-05, 'epoch': 2.58}
{'loss': 0.0019, 'grad_norm': 0.37890625, 'learning_rate': 1.4901098901098903e-05, 'epoch': 2.6}
{'loss': 0.0147, 'grad_norm': 0.4921875, 'learning_rate': 1.4857142857142858e-05, 'epoch': 2.62}
{'loss': 0.0146, 'grad_norm': 1.0546875, 'learning_rate': 1.4813186813186816e-05, 'epoch': 2.65}
{'loss': 0.0143, 'grad_norm': 0.75, 'learning_rate': 1.4769230769230772e-05, 'epoch': 2.67}
{'loss': 0.0172, 'grad_norm': 0.67578125, 'learning_rate': 1.4725274725274727e-05, 'epoch': 2.69}
{'loss': 0.0104, 'grad_norm': 0.58203125, 'learning_rate': 1.4681318681318682e-05, 'epoch': 2.71}
{'loss': 0.0182, 'grad_norm': 1.03125, 'learning_rate': 1.4637362637362637e-05, 'epoch': 2.73}
{'loss': 0.0123, 'grad_norm': 0.703125, 'learning_rate': 1.4593406593406593e-05, 'epoch': 2.75}
{'loss': 0.0048, 'grad_norm': 0.2734375, 'learning_rate': 1.454945054945055e-05, 'epoch': 2.77}
{'eval_loss': 0.03675250709056854, 'eval_runtime': 12.3672, 'eval_samples_per_second': 2.668, 'eval_steps_per_second': 2.668, 'epoch': 2.77}
{'loss': 0.0355, 'grad_norm': 1.0859375, 'learning_rate': 1.4505494505494506e-05, 'epoch': 2.8}
{'loss': 0.017, 'grad_norm': 0.671875, 'learning_rate': 1.4461538461538462e-05, 'epoch': 2.82}
{'loss': 0.01, 'grad_norm': 0.703125, 'learning_rate': 1.4417582417582418e-05, 'epoch': 2.84}
{'loss': 0.0241, 'grad_norm': 0.578125, 'learning_rate': 1.4373626373626376e-05, 'epoch': 2.86}
{'loss': 0.0249, 'grad_norm': 1.1484375, 'learning_rate': 1.4329670329670331e-05, 'epoch': 2.88}
{'loss': 0.0042, 'grad_norm': 0.65234375, 'learning_rate': 1.4285714285714287e-05, 'epoch': 2.9}
{'loss': 0.0128, 'grad_norm': 0.75, 'learning_rate': 1.4241758241758243e-05, 'epoch': 2.92}
{'loss': 0.0076, 'grad_norm': 0.423828125, 'learning_rate': 1.41978021978022e-05, 'epoch': 2.95}
{'loss': 0.0118, 'grad_norm': 0.83203125, 'learning_rate': 1.4153846153846156e-05, 'epoch': 2.97}
{'loss': 0.0056, 'grad_norm': 0.28125, 'learning_rate': 1.4109890109890112e-05, 'epoch': 2.99}
{'eval_loss': 0.03774076700210571, 'eval_runtime': 12.39, 'eval_samples_per_second': 2.663, 'eval_steps_per_second': 2.663, 'epoch': 2.99}
{'loss': 0.007, 'grad_norm': 1.28125, 'learning_rate': 1.4065934065934068e-05, 'epoch': 3.0}
{'loss': 0.0109, 'grad_norm': 0.359375, 'learning_rate': 1.4021978021978022e-05, 'epoch': 3.02}
{'loss': 0.0188, 'grad_norm': 0.6796875, 'learning_rate': 1.3978021978021978e-05, 'epoch': 3.04}
{'loss': 0.0149, 'grad_norm': 0.482421875, 'learning_rate': 1.3934065934065935e-05, 'epoch': 3.06}
{'loss': 0.0086, 'grad_norm': 0.384765625, 'learning_rate': 1.3890109890109891e-05, 'epoch': 3.09}
{'loss': 0.018, 'grad_norm': 0.875, 'learning_rate': 1.3846153846153847e-05, 'epoch': 3.11}
{'loss': 0.0196, 'grad_norm': 1.078125, 'learning_rate': 1.3802197802197803e-05, 'epoch': 3.13}
{'loss': 0.0139, 'grad_norm': 0.66796875, 'learning_rate': 1.375824175824176e-05, 'epoch': 3.15}
{'loss': 0.0091, 'grad_norm': 1.109375, 'learning_rate': 1.3714285714285716e-05, 'epoch': 3.17}
{'loss': 0.0278, 'grad_norm': 0.99609375, 'learning_rate': 1.3670329670329672e-05, 'epoch': 3.19}
{'eval_loss': 0.03882725536823273, 'eval_runtime': 15.0554, 'eval_samples_per_second': 2.192, 'eval_steps_per_second': 2.192, 'epoch': 3.19}
{'train_runtime': 1603.5844, 'train_samples_per_second': 1.16, 'train_steps_per_second': 0.287, 'train_loss': 0.03041409684655567, 'epoch': 3.19}
