Starting fine-tuning....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 39,976,960/6,778,392,576 (0.59% trained)
  0%|                                                                                                                                                               | 0/460 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
Unsloth: Will smartly offload gradients to save VRAM!
{'eval_loss': 3.4874753952026367, 'eval_runtime': 63.6099, 'eval_samples_per_second': 0.519, 'eval_steps_per_second': 0.519, 'epoch': 2.6}
{'loss': 3.4642, 'grad_norm': 0.527056872844696, 'learning_rate': 1.4945054945054947e-05, 'epoch': 2.62}
{'loss': 3.6628, 'grad_norm': 0.5821006298065186, 'learning_rate': 1.4901098901098903e-05, 'epoch': 2.65}
{'loss': 3.2716, 'grad_norm': 0.5633931756019592, 'learning_rate': 1.4857142857142858e-05, 'epoch': 2.67}
{'loss': 3.4662, 'grad_norm': 0.6053604483604431, 'learning_rate': 1.4813186813186816e-05, 'epoch': 2.69}
{'loss': 3.4032, 'grad_norm': 0.5650187134742737, 'learning_rate': 1.4769230769230772e-05, 'epoch': 2.71}
{'loss': 3.647, 'grad_norm': 0.5667855143547058, 'learning_rate': 1.4725274725274727e-05, 'epoch': 2.73}
{'loss': 3.7658, 'grad_norm': 0.8884087800979614, 'learning_rate': 1.4681318681318682e-05, 'epoch': 2.75}
{'loss': 3.4557, 'grad_norm': 0.6436903476715088, 'learning_rate': 1.4637362637362637e-05, 'epoch': 2.77}
{'loss': 3.4386, 'grad_norm': 0.5891613960266113, 'learning_rate': 1.4593406593406593e-05, 'epoch': 2.8}
{'loss': 3.54, 'grad_norm': 0.6041164398193359, 'learning_rate': 1.454945054945055e-05, 'epoch': 2.82}
{'eval_loss': 3.3394834995269775, 'eval_runtime': 63.9989, 'eval_samples_per_second': 0.516, 'eval_steps_per_second': 0.516, 'epoch': 2.82}
{'loss': 3.4575, 'grad_norm': 0.5450857877731323, 'learning_rate': 1.4505494505494506e-05, 'epoch': 2.84}
{'loss': 3.4246, 'grad_norm': 0.7737897038459778, 'learning_rate': 1.4461538461538462e-05, 'epoch': 2.86}
{'loss': 2.6422, 'grad_norm': 0.6952686309814453, 'learning_rate': 1.4417582417582418e-05, 'epoch': 2.88}
{'loss': 3.3682, 'grad_norm': 0.552495539188385, 'learning_rate': 1.4373626373626376e-05, 'epoch': 2.9}
{'loss': 3.3552, 'grad_norm': 0.5636951923370361, 'learning_rate': 1.4329670329670331e-05, 'epoch': 2.92}
{'loss': 3.1368, 'grad_norm': 0.4859042465686798, 'learning_rate': 1.4285714285714287e-05, 'epoch': 2.95}
{'loss': 3.5268, 'grad_norm': 0.5839625597000122, 'learning_rate': 1.4241758241758243e-05, 'epoch': 2.97}
{'loss': 3.0829, 'grad_norm': 0.512128472328186, 'learning_rate': 1.41978021978022e-05, 'epoch': 2.99}
{'loss': 3.786, 'grad_norm': 0.8651578426361084, 'learning_rate': 1.4153846153846156e-05, 'epoch': 3.0}
{'loss': 3.0448, 'grad_norm': 0.49335670471191406, 'learning_rate': 1.4109890109890112e-05, 'epoch': 3.02}
{'eval_loss': 3.199115037918091, 'eval_runtime': 60.8515, 'eval_samples_per_second': 0.542, 'eval_steps_per_second': 0.542, 'epoch': 3.02}
{'loss': 3.5586, 'grad_norm': 0.6680489778518677, 'learning_rate': 1.4065934065934068e-05, 'epoch': 3.04}
{'loss': 3.2218, 'grad_norm': 0.5199507474899292, 'learning_rate': 1.4021978021978022e-05, 'epoch': 3.06}
{'loss': 3.4502, 'grad_norm': 0.5378086566925049, 'learning_rate': 1.3978021978021978e-05, 'epoch': 3.09}
{'loss': 3.9124, 'grad_norm': 2.2147183418273926, 'learning_rate': 1.3934065934065935e-05, 'epoch': 3.11}
{'loss': 3.3213, 'grad_norm': 0.5257417559623718, 'learning_rate': 1.3890109890109891e-05, 'epoch': 3.13}
{'loss': 2.8824, 'grad_norm': 0.5818406939506531, 'learning_rate': 1.3846153846153847e-05, 'epoch': 3.15}
{'loss': 3.1849, 'grad_norm': 0.6395885348320007, 'learning_rate': 1.3802197802197803e-05, 'epoch': 3.17}
{'loss': 3.1618, 'grad_norm': 0.48341313004493713, 'learning_rate': 1.375824175824176e-05, 'epoch': 3.19}
{'loss': 2.7526, 'grad_norm': 0.5594132542610168, 'learning_rate': 1.3714285714285716e-05, 'epoch': 3.22}
{'loss': 3.1187, 'grad_norm': 0.4685424566268921, 'learning_rate': 1.3670329670329672e-05, 'epoch': 3.24}
{'eval_loss': 3.072779893875122, 'eval_runtime': 84.2863, 'eval_samples_per_second': 0.392, 'eval_steps_per_second': 0.392, 'epoch': 3.24}
{'loss': 3.0447, 'grad_norm': 0.46013665199279785, 'learning_rate': 1.3626373626373627e-05, 'epoch': 3.26}
{'loss': 3.0026, 'grad_norm': 0.4952174723148346, 'learning_rate': 1.3582417582417585e-05, 'epoch': 3.28}
{'loss': 3.0195, 'grad_norm': 0.4615330696105957, 'learning_rate': 1.353846153846154e-05, 'epoch': 3.3}
{'loss': 3.1777, 'grad_norm': 0.5133686661720276, 'learning_rate': 1.3494505494505497e-05, 'epoch': 3.32}
{'loss': 3.1369, 'grad_norm': 0.45407426357269287, 'learning_rate': 1.3450549450549452e-05, 'epoch': 3.34}
{'loss': 2.7942, 'grad_norm': 0.4826112687587738, 'learning_rate': 1.3406593406593406e-05, 'epoch': 3.37}
{'loss': 3.8429, 'grad_norm': 0.9149211049079895, 'learning_rate': 1.3362637362637362e-05, 'epoch': 3.39}
{'loss': 3.4972, 'grad_norm': 1.0182777643203735, 'learning_rate': 1.331868131868132e-05, 'epoch': 3.41}
{'loss': 2.8309, 'grad_norm': 0.45271971821784973, 'learning_rate': 1.3274725274725275e-05, 'epoch': 3.43}
{'loss': 2.9648, 'grad_norm': 0.471500962972641, 'learning_rate': 1.3230769230769231e-05, 'epoch': 3.45}
{'eval_loss': 2.959962844848633, 'eval_runtime': 70.7147, 'eval_samples_per_second': 0.467, 'eval_steps_per_second': 0.467, 'epoch': 3.45}
{'loss': 2.6335, 'grad_norm': 0.6044442057609558, 'learning_rate': 1.3186813186813187e-05, 'epoch': 3.47}
{'loss': 3.0545, 'grad_norm': 0.4588325321674347, 'learning_rate': 1.3142857142857145e-05, 'epoch': 3.49}
{'loss': 2.6945, 'grad_norm': 0.49609366059303284, 'learning_rate': 1.30989010989011e-05, 'epoch': 3.52}
{'loss': 3.014, 'grad_norm': 0.4946151375770569, 'learning_rate': 1.3054945054945056e-05, 'epoch': 3.54}
{'loss': 3.0732, 'grad_norm': 0.5375597476959229, 'learning_rate': 1.3010989010989012e-05, 'epoch': 3.56}
{'loss': 3.1477, 'grad_norm': 0.5018284916877747, 'learning_rate': 1.296703296703297e-05, 'epoch': 3.58}
{'loss': 2.8914, 'grad_norm': 0.4762670695781708, 'learning_rate': 1.2923076923076925e-05, 'epoch': 3.6}
{'loss': 2.9373, 'grad_norm': 0.5136925578117371, 'learning_rate': 1.2879120879120881e-05, 'epoch': 3.62}
{'loss': 2.8086, 'grad_norm': 0.44099828600883484, 'learning_rate': 1.2835164835164837e-05, 'epoch': 3.65}
{'loss': 2.9473, 'grad_norm': 0.4715644419193268, 'learning_rate': 1.2791208791208791e-05, 'epoch': 3.67}
{'eval_loss': 2.861696243286133, 'eval_runtime': 60.6612, 'eval_samples_per_second': 0.544, 'eval_steps_per_second': 0.544, 'epoch': 3.67}
{'loss': 3.324, 'grad_norm': 0.6688015460968018, 'learning_rate': 1.2747252747252747e-05, 'epoch': 3.69}
{'loss': 2.7878, 'grad_norm': 0.45870599150657654, 'learning_rate': 1.2703296703296704e-05, 'epoch': 3.71}
{'loss': 3.0936, 'grad_norm': 0.5219286680221558, 'learning_rate': 1.265934065934066e-05, 'epoch': 3.73}
{'loss': 2.576, 'grad_norm': 0.4664738178253174, 'learning_rate': 1.2615384615384616e-05, 'epoch': 3.75}
{'loss': 2.7988, 'grad_norm': 0.5100184679031372, 'learning_rate': 1.2571428571428572e-05, 'epoch': 3.77}
{'loss': 3.1215, 'grad_norm': 0.5718638300895691, 'learning_rate': 1.2527472527472529e-05, 'epoch': 3.8}
{'loss': 3.3222, 'grad_norm': 0.7115699052810669, 'learning_rate': 1.2483516483516485e-05, 'epoch': 3.82}
{'loss': 3.169, 'grad_norm': 0.6334805488586426, 'learning_rate': 1.243956043956044e-05, 'epoch': 3.84}
{'loss': 2.8829, 'grad_norm': 0.5016329288482666, 'learning_rate': 1.2395604395604396e-05, 'epoch': 3.86}
{'loss': 2.605, 'grad_norm': 0.47648435831069946, 'learning_rate': 1.2351648351648354e-05, 'epoch': 3.88}
{'eval_loss': 2.7732737064361572, 'eval_runtime': 35.8555, 'eval_samples_per_second': 0.92, 'eval_steps_per_second': 0.92, 'epoch': 3.88}
{'loss': 2.4452, 'grad_norm': 0.6114563941955566, 'learning_rate': 1.230769230769231e-05, 'epoch': 3.9}
{'loss': 2.7485, 'grad_norm': 0.45253705978393555, 'learning_rate': 1.2263736263736266e-05, 'epoch': 3.92}
{'loss': 2.6052, 'grad_norm': 0.46248793601989746, 'learning_rate': 1.2219780219780221e-05, 'epoch': 3.95}
{'loss': 3.0948, 'grad_norm': 0.6192519664764404, 'learning_rate': 1.2175824175824175e-05, 'epoch': 3.97}
{'loss': 2.9733, 'grad_norm': 0.5442356467247009, 'learning_rate': 1.2131868131868131e-05, 'epoch': 3.99}
{'loss': 2.7927, 'grad_norm': 0.513587236404419, 'learning_rate': 1.2087912087912089e-05, 'epoch': 4.0}
{'loss': 2.4061, 'grad_norm': 0.4583648145198822, 'learning_rate': 1.2043956043956045e-05, 'epoch': 4.02}
{'loss': 3.2269, 'grad_norm': 0.529254674911499, 'learning_rate': 1.2e-05, 'epoch': 4.04}
{'loss': 2.8145, 'grad_norm': 0.4358057975769043, 'learning_rate': 1.1956043956043956e-05, 'epoch': 4.06}
{'loss': 2.1488, 'grad_norm': 0.5195077657699585, 'learning_rate': 1.1912087912087914e-05, 'epoch': 4.09}
{'eval_loss': 2.695263385772705, 'eval_runtime': 36.974, 'eval_samples_per_second': 0.893, 'eval_steps_per_second': 0.893, 'epoch': 4.09}
{'loss': 2.6965, 'grad_norm': 0.49264243245124817, 'learning_rate': 1.186813186813187e-05, 'epoch': 4.11}
{'loss': 3.0623, 'grad_norm': 0.5723901391029358, 'learning_rate': 1.1824175824175825e-05, 'epoch': 4.13}
{'loss': 2.6936, 'grad_norm': 0.42216628789901733, 'learning_rate': 1.1780219780219781e-05, 'epoch': 4.15}
{'loss': 2.6581, 'grad_norm': 0.42669400572776794, 'learning_rate': 1.1736263736263738e-05, 'epoch': 4.17}
{'loss': 2.5491, 'grad_norm': 0.46242794394493103, 'learning_rate': 1.1692307692307694e-05, 'epoch': 4.19}
{'loss': 2.8732, 'grad_norm': 0.48658329248428345, 'learning_rate': 1.164835164835165e-05, 'epoch': 4.22}
{'loss': 3.0428, 'grad_norm': 0.7992579340934753, 'learning_rate': 1.1604395604395606e-05, 'epoch': 4.24}
{'loss': 2.841, 'grad_norm': 0.46595361828804016, 'learning_rate': 1.156043956043956e-05, 'epoch': 4.26}
{'loss': 2.5469, 'grad_norm': 0.4924917221069336, 'learning_rate': 1.1516483516483516e-05, 'epoch': 4.28}
{'loss': 2.5031, 'grad_norm': 0.49921715259552, 'learning_rate': 1.1472527472527473e-05, 'epoch': 4.3}
{'eval_loss': 2.623962879180908, 'eval_runtime': 37.0272, 'eval_samples_per_second': 0.891, 'eval_steps_per_second': 0.891, 'epoch': 4.3}
{'loss': 2.9838, 'grad_norm': 0.791254460811615, 'learning_rate': 1.1428571428571429e-05, 'epoch': 4.32}
{'loss': 2.4955, 'grad_norm': 0.552661120891571, 'learning_rate': 1.1384615384615385e-05, 'epoch': 4.34}
{'loss': 2.5999, 'grad_norm': 0.46015045046806335, 'learning_rate': 1.134065934065934e-05, 'epoch': 4.37}
{'loss': 2.5736, 'grad_norm': 0.5493569374084473, 'learning_rate': 1.1296703296703298e-05, 'epoch': 4.39}
{'loss': 3.0333, 'grad_norm': 0.5421263575553894, 'learning_rate': 1.1252747252747254e-05, 'epoch': 4.41}
{'loss': 2.5608, 'grad_norm': 0.43117764592170715, 'learning_rate': 1.120879120879121e-05, 'epoch': 4.43}
{'loss': 3.22, 'grad_norm': 0.7640906572341919, 'learning_rate': 1.1164835164835165e-05, 'epoch': 4.45}
{'loss': 2.3549, 'grad_norm': 0.4501439332962036, 'learning_rate': 1.1120879120879123e-05, 'epoch': 4.47}
{'loss': 2.6335, 'grad_norm': 0.5111876726150513, 'learning_rate': 1.1076923076923079e-05, 'epoch': 4.49}
{'loss': 2.4193, 'grad_norm': 0.47092053294181824, 'learning_rate': 1.1032967032967035e-05, 'epoch': 4.52}
{'eval_loss': 2.557699680328369, 'eval_runtime': 36.1877, 'eval_samples_per_second': 0.912, 'eval_steps_per_second': 0.912, 'epoch': 4.52}
{'loss': 2.3937, 'grad_norm': 0.5226048827171326, 'learning_rate': 1.098901098901099e-05, 'epoch': 4.54}
{'loss': 2.7869, 'grad_norm': 0.5171917676925659, 'learning_rate': 1.0945054945054948e-05, 'epoch': 4.56}
{'loss': 2.4828, 'grad_norm': 0.4970655143260956, 'learning_rate': 1.09010989010989e-05, 'epoch': 4.58}
{'loss': 3.0645, 'grad_norm': 1.0678927898406982, 'learning_rate': 1.0857142857142858e-05, 'epoch': 4.6}
{'loss': 2.4549, 'grad_norm': 0.5086973309516907, 'learning_rate': 1.0813186813186814e-05, 'epoch': 4.62}
{'loss': 2.8411, 'grad_norm': 0.5079183578491211, 'learning_rate': 1.076923076923077e-05, 'epoch': 4.65}
{'loss': 2.5078, 'grad_norm': 0.495808869600296, 'learning_rate': 1.0725274725274725e-05, 'epoch': 4.67}
{'loss': 2.3466, 'grad_norm': 0.49324724078178406, 'learning_rate': 1.0681318681318683e-05, 'epoch': 4.69}
{'loss': 2.2951, 'grad_norm': 0.5373202562332153, 'learning_rate': 1.0637362637362638e-05, 'epoch': 4.71}
{'loss': 2.6912, 'grad_norm': 0.45883414149284363, 'learning_rate': 1.0593406593406594e-05, 'epoch': 4.73}
{'eval_loss': 2.4996986389160156, 'eval_runtime': 39.8679, 'eval_samples_per_second': 0.828, 'eval_steps_per_second': 0.828, 'epoch': 4.73}
{'loss': 2.7891, 'grad_norm': 0.5584381222724915, 'learning_rate': 1.054945054945055e-05, 'epoch': 4.75}
{'loss': 2.8376, 'grad_norm': 0.575675904750824, 'learning_rate': 1.0505494505494507e-05, 'epoch': 4.77}
{'loss': 2.6777, 'grad_norm': 0.5208612084388733, 'learning_rate': 1.0461538461538463e-05, 'epoch': 4.8}
{'loss': 2.4901, 'grad_norm': 0.4784364700317383, 'learning_rate': 1.0417582417582419e-05, 'epoch': 4.82}
{'loss': 2.1211, 'grad_norm': 0.4465055465698242, 'learning_rate': 1.0373626373626375e-05, 'epoch': 4.84}
{'loss': 2.398, 'grad_norm': 0.5007252097129822, 'learning_rate': 1.0329670329670332e-05, 'epoch': 4.86}
{'loss': 2.8506, 'grad_norm': 0.5552714467048645, 'learning_rate': 1.0285714285714285e-05, 'epoch': 4.88}
{'loss': 2.4834, 'grad_norm': 0.5019741654396057, 'learning_rate': 1.0241758241758242e-05, 'epoch': 4.9}
{'loss': 2.6323, 'grad_norm': 0.46850845217704773, 'learning_rate': 1.0197802197802198e-05, 'epoch': 4.92}
{'loss': 2.2872, 'grad_norm': 0.4961153566837311, 'learning_rate': 1.0153846153846154e-05, 'epoch': 4.95}
{'eval_loss': 2.4436895847320557, 'eval_runtime': 38.6685, 'eval_samples_per_second': 0.853, 'eval_steps_per_second': 0.853, 'epoch': 4.95}
{'loss': 3.278, 'grad_norm': 0.7363801598548889, 'learning_rate': 1.010989010989011e-05, 'epoch': 4.97}
{'loss': 2.5208, 'grad_norm': 0.43126827478408813, 'learning_rate': 1.0065934065934067e-05, 'epoch': 4.99}
{'loss': 2.2428, 'grad_norm': 0.6363955736160278, 'learning_rate': 1.0021978021978023e-05, 'epoch': 5.0}
{'loss': 2.2875, 'grad_norm': 0.4557132422924042, 'learning_rate': 9.978021978021979e-06, 'epoch': 5.02}
{'loss': 2.3484, 'grad_norm': 0.4625830352306366, 'learning_rate': 9.934065934065935e-06, 'epoch': 5.04}
{'loss': 2.3589, 'grad_norm': 0.4781225323677063, 'learning_rate': 9.890109890109892e-06, 'epoch': 5.06}
{'loss': 2.4167, 'grad_norm': 0.5165590643882751, 'learning_rate': 9.846153846153848e-06, 'epoch': 5.09}
{'loss': 2.5932, 'grad_norm': 0.51836758852005, 'learning_rate': 9.802197802197802e-06, 'epoch': 5.11}
{'loss': 2.2749, 'grad_norm': 0.4800936281681061, 'learning_rate': 9.75824175824176e-06, 'epoch': 5.13}
{'loss': 2.8528, 'grad_norm': 0.8147763013839722, 'learning_rate': 9.714285714285715e-06, 'epoch': 5.15}
{'eval_loss': 2.390960693359375, 'eval_runtime': 40.3334, 'eval_samples_per_second': 0.818, 'eval_steps_per_second': 0.818, 'epoch': 5.15}
{'loss': 2.5194, 'grad_norm': 0.47379279136657715, 'learning_rate': 9.670329670329671e-06, 'epoch': 5.17}
{'loss': 2.2201, 'grad_norm': 0.5226441025733948, 'learning_rate': 9.626373626373627e-06, 'epoch': 5.19}
{'loss': 2.334, 'grad_norm': 0.3936365842819214, 'learning_rate': 9.582417582417584e-06, 'epoch': 5.22}
{'loss': 2.4255, 'grad_norm': 0.48351341485977173, 'learning_rate': 9.53846153846154e-06, 'epoch': 5.24}
{'loss': 2.7699, 'grad_norm': 0.6622388958930969, 'learning_rate': 9.494505494505494e-06, 'epoch': 5.26}
{'loss': 2.5167, 'grad_norm': 0.5676707625389099, 'learning_rate': 9.450549450549452e-06, 'epoch': 5.28}
{'loss': 2.4184, 'grad_norm': 0.5020131468772888, 'learning_rate': 9.406593406593407e-06, 'epoch': 5.3}
{'loss': 2.4974, 'grad_norm': 0.501806378364563, 'learning_rate': 9.362637362637363e-06, 'epoch': 5.32}
{'loss': 2.5428, 'grad_norm': 0.6307401061058044, 'learning_rate': 9.318681318681319e-06, 'epoch': 5.34}
{'loss': 2.3804, 'grad_norm': 0.45415350794792175, 'learning_rate': 9.274725274725277e-06, 'epoch': 5.37}
{'eval_loss': 2.3416616916656494, 'eval_runtime': 40.3641, 'eval_samples_per_second': 0.818, 'eval_steps_per_second': 0.818, 'epoch': 5.37}
{'loss': 1.9638, 'grad_norm': 0.48961496353149414, 'learning_rate': 9.230769230769232e-06, 'epoch': 5.39}
{'loss': 1.9779, 'grad_norm': 0.5241747498512268, 'learning_rate': 9.186813186813186e-06, 'epoch': 5.41}
{'loss': 2.4011, 'grad_norm': 0.5294284224510193, 'learning_rate': 9.142857142857144e-06, 'epoch': 5.43}
{'loss': 2.4017, 'grad_norm': 0.467151403427124, 'learning_rate': 9.0989010989011e-06, 'epoch': 5.45}
{'loss': 2.2107, 'grad_norm': 0.45356181263923645, 'learning_rate': 9.054945054945055e-06, 'epoch': 5.47}
{'loss': 2.4874, 'grad_norm': 0.5671133995056152, 'learning_rate': 9.010989010989011e-06, 'epoch': 5.49}
{'loss': 2.7745, 'grad_norm': 0.7689170241355896, 'learning_rate': 8.967032967032969e-06, 'epoch': 5.52}
{'loss': 2.292, 'grad_norm': 0.45348456501960754, 'learning_rate': 8.923076923076925e-06, 'epoch': 5.54}
{'loss': 2.4602, 'grad_norm': 0.55584317445755, 'learning_rate': 8.879120879120879e-06, 'epoch': 5.56}
{'loss': 2.5896, 'grad_norm': 0.6085530519485474, 'learning_rate': 8.835164835164836e-06, 'epoch': 5.58}
{'eval_loss': 2.2935075759887695, 'eval_runtime': 40.8665, 'eval_samples_per_second': 0.808, 'eval_steps_per_second': 0.808, 'epoch': 5.58}
{'loss': 1.82, 'grad_norm': 0.6785032153129578, 'learning_rate': 8.791208791208792e-06, 'epoch': 5.6}
{'loss': 2.9391, 'grad_norm': 0.7139044404029846, 'learning_rate': 8.747252747252748e-06, 'epoch': 5.62}
{'loss': 2.6821, 'grad_norm': 0.5028048157691956, 'learning_rate': 8.703296703296704e-06, 'epoch': 5.65}
{'loss': 2.1528, 'grad_norm': 0.5171727538108826, 'learning_rate': 8.659340659340661e-06, 'epoch': 5.67}
{'loss': 2.3637, 'grad_norm': 0.5530551671981812, 'learning_rate': 8.615384615384617e-06, 'epoch': 5.69}
{'loss': 2.3939, 'grad_norm': 0.5863831043243408, 'learning_rate': 8.571428571428571e-06, 'epoch': 5.71}
{'loss': 2.3224, 'grad_norm': 0.5267868638038635, 'learning_rate': 8.527472527472528e-06, 'epoch': 5.73}
{'loss': 2.4585, 'grad_norm': 0.5009530782699585, 'learning_rate': 8.483516483516484e-06, 'epoch': 5.75}
{'loss': 2.1259, 'grad_norm': 0.4856241047382355, 'learning_rate': 8.43956043956044e-06, 'epoch': 5.77}
{'loss': 1.9842, 'grad_norm': 0.5509664416313171, 'learning_rate': 8.395604395604396e-06, 'epoch': 5.8}
{'eval_loss': 2.247897148132324, 'eval_runtime': 41.486, 'eval_samples_per_second': 0.795, 'eval_steps_per_second': 0.795, 'epoch': 5.8}
{'loss': 2.4552, 'grad_norm': 0.5789576172828674, 'learning_rate': 8.351648351648353e-06, 'epoch': 5.82}
{'loss': 2.0415, 'grad_norm': 0.4896027743816376, 'learning_rate': 8.307692307692309e-06, 'epoch': 5.84}
{'loss': 2.3938, 'grad_norm': 0.509863555431366, 'learning_rate': 8.263736263736263e-06, 'epoch': 5.86}
{'loss': 2.512, 'grad_norm': 0.638093888759613, 'learning_rate': 8.21978021978022e-06, 'epoch': 5.88}
{'loss': 2.2676, 'grad_norm': 0.6200603246688843, 'learning_rate': 8.175824175824176e-06, 'epoch': 5.9}
{'loss': 2.1282, 'grad_norm': 0.5398920178413391, 'learning_rate': 8.131868131868132e-06, 'epoch': 5.92}
{'loss': 2.9138, 'grad_norm': 0.9778915643692017, 'learning_rate': 8.087912087912088e-06, 'epoch': 5.95}
{'loss': 2.4138, 'grad_norm': 0.617222011089325, 'learning_rate': 8.043956043956046e-06, 'epoch': 5.97}
{'loss': 2.5895, 'grad_norm': 0.6058942675590515, 'learning_rate': 8.000000000000001e-06, 'epoch': 5.99}
{'loss': 2.8757, 'grad_norm': 0.7241756916046143, 'learning_rate': 7.956043956043955e-06, 'epoch': 6.0}
{'eval_loss': 2.202054500579834, 'eval_runtime': 49.9828, 'eval_samples_per_second': 0.66, 'eval_steps_per_second': 0.66, 'epoch': 6.0}
{'loss': 2.0894, 'grad_norm': 0.563733696937561, 'learning_rate': 7.912087912087913e-06, 'epoch': 6.02}
